Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Flag_Engagement_Above_Views,Flag_Engagement_Rate_Outlier,Month
POST_03237,2024-04-19 05:53:00,Instagram,Reel,Entertainment,8882,338,293,21586,549,201096,4.73,5,Friday,13,125,Neutral,Macro,True,False,False,False,4
POST_00229,2024-04-19 13:14:00,TikTok,Video,Gaming,49194,299,1311,441374,1792,424287,11.97,13,Friday,7,355,Positive,Macro,True,False,False,False,4
POST_04520,2024-04-20 00:08:00,Instagram,Story,Travel,5154,301,158,16569,956,203324,2.76,0,Saturday,24,1216,Positive,Macro,False,False,False,False,4
POST_02512,2024-04-20 00:18:00,TikTok,Duet,Lifestyle,37945,1226,2317,112532,2664,472400,8.78,0,Saturday,14,596,Positive,Macro,True,False,False,False,4
POST_00560,2024-04-20 15:45:00,Facebook,Story,Business,1515,58,234,40763,590,46816,3.86,15,Saturday,3,1991,Positive,Micro,True,True,False,False,4
POST_00285,2024-04-20 18:01:00,Facebook,Video,Business,7986,16,989,29191,643,59204,15.19,18,Saturday,7,254,Positive,Mid-tier,True,False,False,True,4
POST_02903,2024-04-21 04:34:00,Instagram,Carousel,Lifestyle,8504,74,150,40649,881,414573,2.11,4,Sunday,18,1307,Positive,Macro,True,False,False,False,4
POST_04038,2024-04-21 10:36:00,TikTok,Stitch,Technology,9028,909,1948,348937,2220,225095,5.28,10,Sunday,1,340,Positive,Macro,True,False,False,False,4
POST_02576,2024-04-21 14:29:00,Facebook,Live,Fashion,1005,77,666,35651,249,29194,5.99,14,Sunday,18,24,Neutral,Micro,True,False,False,False,4
POST_00554,2024-04-21 14:32:00,Facebook,Story,Travel,1158,165,583,49729,565,491940,0.39,14,Sunday,10,1715,Positive,Macro,True,False,False,False,4
POST_02769,2024-04-21 21:52:00,Facebook,Video,Fitness,5155,32,451,43780,392,165850,3.4,21,Sunday,10,248,Neutral,Macro,False,True,False,False,4
POST_04698,2024-04-22 01:58:00,Facebook,Video,Fitness,890,209,152,51975,556,203580,0.61,1,Monday,19,583,Neutral,Macro,True,False,False,False,4
POST_04661,2024-04-22 07:06:00,Facebook,Live,Travel,3733,14,126,64776,258,261407,1.48,7,Monday,20,343,Neutral,Macro,True,False,False,False,4
POST_04548,2024-04-22 08:23:00,Facebook,Live,Food,2117,155,110,73032,683,295435,0.81,8,Monday,16,150,Positive,Macro,True,True,False,False,4
POST_03005,2024-04-22 10:14:00,Facebook,Live,Fashion,3331,25,992,40387,288,187937,2.31,10,Monday,10,202,Neutral,Macro,True,False,False,False,4
POST_04429,2024-04-22 21:35:00,Instagram,Photo,Lifestyle,764,280,243,9731,418,290168,0.44,21,Monday,27,1190,Neutral,Macro,False,False,False,False,4
POST_00741,2024-04-23 09:15:00,Facebook,Video,Sports,7832,218,294,58588,559,19483,42.83,9,Tuesday,20,399,Positive,Micro,True,True,False,True,4
POST_00745,2024-04-23 15:38:00,Instagram,Photo,Education,2110,194,265,36048,113,191055,1.34,15,Tuesday,3,1684,Positive,Macro,True,False,False,False,4
POST_01554,2024-04-23 16:55:00,TikTok,Stitch,Education,16624,1341,4559,462199,2523,215182,10.47,16,Tuesday,3,93,Positive,Macro,True,False,False,False,4
POST_03213,2024-04-24 02:01:00,Instagram,Reel,Education,6682,104,241,45940,721,192554,3.65,2,Wednesday,4,339,Positive,Macro,True,False,False,False,4
POST_04308,2024-04-24 02:21:00,Facebook,Live,Health,1374,284,142,54402,77,92131,1.95,2,Wednesday,26,299,Positive,Mid-tier,False,True,False,False,4
POST_02692,2024-04-24 11:50:00,Facebook,Live,Entertainment,3035,342,865,33496,309,256476,1.65,11,Wednesday,1,268,Neutral,Macro,False,False,False,False,4
POST_00071,2024-04-24 11:56:00,TikTok,Duet,Business,10637,1013,3618,238705,2672,131051,11.65,11,Wednesday,2,515,Neutral,Macro,True,True,False,False,4
POST_02842,2024-04-24 19:11:00,TikTok,Stitch,Lifestyle,42598,1920,4069,282091,2692,65626,74.04,19,Wednesday,5,450,Positive,Mid-tier,True,False,False,True,4
POST_01044,2024-04-25 01:51:00,Facebook,Live,Health,7520,86,974,69587,793,416380,2.06,1,Thursday,5,228,Positive,Macro,True,False,False,False,4
POST_02990,2024-04-25 04:43:00,TikTok,Video,Entertainment,22258,1277,3110,432047,1683,460438,5.79,4,Thursday,28,82,Neutral,Macro,True,False,False,False,4
POST_01392,2024-04-25 07:31:00,Instagram,Photo,Fitness,3241,65,27,15462,484,323955,1.03,7,Thursday,8,1071,Positive,Macro,True,False,False,False,4
POST_00977,2024-04-25 10:10:00,Facebook,Video,Business,2803,34,190,28621,573,112738,2.68,10,Thursday,17,334,Negative,Macro,True,False,False,False,4
POST_04482,2024-04-25 10:58:00,Facebook,Post,Fitness,6756,264,753,46674,470,222864,3.49,10,Thursday,26,760,Positive,Macro,True,False,False,False,4
POST_02746,2024-04-25 11:30:00,TikTok,Duet,Entertainment,17038,1726,2454,325168,2873,313509,6.77,11,Thursday,23,32,Neutral,Macro,True,False,False,False,4
POST_01303,2024-04-25 18:07:00,Instagram,Reel,Food,2795,186,144,18329,727,445618,0.7,18,Thursday,8,95,Neutral,Macro,True,True,False,False,4
POST_02816,2024-04-25 18:30:00,TikTok,Duet,Fitness,1097,829,2339,106511,648,162498,2.62,18,Thursday,24,595,Neutral,Macro,False,True,False,False,4
POST_03123,2024-04-25 23:30:00,Instagram,Reel,Gaming,2309,207,215,29280,977,75950,3.6,23,Thursday,16,348,Positive,Mid-tier,True,False,False,False,4
POST_03494,2024-04-25 23:55:00,TikTok,Stitch,Technology,46732,212,3507,445959,191,174531,28.91,23,Thursday,11,303,Negative,Macro,False,False,False,True,4
POST_01795,2024-04-26 03:31:00,Instagram,Story,Food,5482,398,294,33955,897,206319,2.99,3,Friday,11,512,Positive,Macro,True,False,False,False,4
POST_03361,2024-04-26 04:12:00,TikTok,Duet,Health,20522,1060,4042,46104,2684,361187,7.09,4,Friday,5,590,Positive,Macro,False,False,False,False,4
POST_01274,2024-04-26 11:22:00,Instagram,Reel,Health,4810,354,188,14896,806,372402,1.44,11,Friday,9,307,Positive,Macro,True,False,False,False,4
POST_02087,2024-04-26 15:43:00,Instagram,Reel,Lifestyle,2579,193,240,46980,855,291190,1.03,15,Friday,13,195,Negative,Macro,True,False,False,False,4
POST_03628,2024-04-26 19:14:00,TikTok,Stitch,Travel,6477,1721,2545,491974,2080,313820,3.42,19,Friday,20,162,Positive,Macro,True,False,False,False,4
POST_03065,2024-04-26 20:30:00,Facebook,Video,Food,1411,359,882,28363,436,35000,7.58,20,Friday,1,351,Negative,Micro,True,False,False,False,4
POST_00284,2024-04-27 05:19:00,Instagram,Story,Sports,208,448,126,38497,558,99566,0.79,5,Saturday,13,403,Neutral,Mid-tier,False,True,False,False,4
POST_00371,2024-04-27 17:14:00,Instagram,Story,Business,4704,363,92,14825,62,271673,1.9,17,Saturday,18,403,Negative,Macro,True,True,False,False,4
POST_00058,2024-04-27 21:56:00,Instagram,Carousel,Fitness,612,182,140,3499,848,388323,0.24,21,Saturday,3,53,Negative,Macro,True,False,False,False,4
POST_04090,2024-04-27 22:58:00,Instagram,Photo,Sports,9534,348,41,41185,423,220385,4.5,22,Saturday,19,1962,Neutral,Macro,True,False,False,False,4
POST_03000,2024-04-28 02:57:00,TikTok,Duet,Travel,23926,96,173,449912,364,82939,29.17,2,Sunday,15,243,Positive,Mid-tier,True,False,False,True,4
POST_01814,2024-04-28 03:54:00,Instagram,Reel,Education,8396,169,183,9954,658,201065,4.35,3,Sunday,21,218,Negative,Macro,True,True,False,False,4
POST_01435,2024-04-28 07:47:00,Instagram,Photo,Education,3237,408,203,5995,259,31337,12.28,7,Sunday,15,1653,Positive,Micro,True,False,False,False,4
POST_04307,2024-04-28 09:05:00,Facebook,Post,Health,5547,197,855,10752,732,381924,1.73,9,Sunday,19,1850,Positive,Macro,True,True,False,False,4
POST_01784,2024-04-28 13:28:00,Facebook,Story,Business,4403,208,594,61104,335,173132,3.01,13,Sunday,19,1017,Neutral,Macro,True,False,False,False,4
POST_04310,2024-04-28 18:23:00,TikTok,Duet,Gaming,488,1886,3442,69333,2966,261921,2.22,18,Sunday,17,138,Positive,Macro,True,False,False,False,4
POST_04218,2024-04-29 02:41:00,Facebook,Live,Entertainment,5846,82,17,20754,452,494565,1.2,2,Monday,5,395,Neutral,Macro,True,True,False,False,4
POST_02686,2024-04-29 09:45:00,Instagram,Photo,Gaming,2320,496,12,16560,521,55878,5.06,9,Monday,18,653,Positive,Mid-tier,True,False,False,False,4
POST_02116,2024-04-30 02:30:00,Instagram,Photo,Lifestyle,5381,12,123,6685,342,454105,1.21,2,Tuesday,0,1600,Neutral,Macro,True,False,False,False,4
POST_04390,2024-04-30 05:55:00,Instagram,Story,Technology,5875,196,68,44228,887,52584,11.67,5,Tuesday,13,661,Positive,Mid-tier,True,True,False,False,4
POST_01312,2024-04-30 07:13:00,TikTok,Stitch,Entertainment,6690,1699,1037,425945,1130,469033,2.01,7,Tuesday,4,135,Positive,Macro,True,True,False,False,4
POST_03730,2024-04-30 11:19:00,Facebook,Story,Food,2918,14,485,33344,327,37459,9.12,11,Tuesday,19,621,Neutral,Micro,True,True,False,False,4
POST_01738,2024-04-30 15:03:00,Instagram,Story,Education,774,308,201,40978,811,342753,0.37,15,Tuesday,14,1596,Neutral,Macro,True,True,False,False,4
POST_02132,2024-04-30 16:00:00,Instagram,Photo,Technology,3228,431,290,33453,567,401572,0.98,16,Tuesday,3,1829,Positive,Macro,True,False,False,False,4
POST_04360,2024-04-30 16:41:00,Instagram,Reel,Food,8685,424,206,30683,788,157724,5.91,16,Tuesday,21,131,Neutral,Macro,False,False,False,False,4
POST_00415,2024-04-30 20:53:00,Facebook,Post,Fitness,1952,235,732,54544,213,449687,0.65,20,Tuesday,6,842,Positive,Macro,False,False,False,False,4
POST_02658,2024-04-30 23:54:00,TikTok,Video,Business,31408,776,1313,57018,1724,283466,11.82,23,Tuesday,28,79,Neutral,Macro,True,False,False,False,4
POST_02545,2024-05-01 05:20:00,Instagram,Story,Fitness,4468,336,244,49179,439,101970,4.95,5,Wednesday,6,885,Neutral,Macro,True,False,False,False,5
POST_04364,2024-05-01 07:25:00,Facebook,Video,Lifestyle,5962,36,216,12166,725,202920,3.06,7,Wednesday,24,53,Positive,Macro,False,True,False,False,5
POST_04897,2024-05-01 20:36:00,Instagram,Photo,Business,5093,120,156,42824,838,35651,15.06,20,Wednesday,2,1337,Neutral,Micro,True,True,False,True,5
POST_02085,2024-05-01 21:14:00,Facebook,Live,Entertainment,3856,108,587,59756,61,319525,1.42,21,Wednesday,18,78,Positive,Macro,True,False,False,False,5
POST_01419,2024-05-02 00:45:00,Facebook,Story,Fitness,7427,23,112,7819,248,73223,10.33,0,Thursday,27,1446,Neutral,Mid-tier,True,False,False,False,5
POST_03174,2024-05-02 11:32:00,Instagram,Reel,Fitness,3334,325,20,38374,128,260376,1.41,11,Thursday,7,280,Positive,Macro,True,False,False,False,5
POST_01445,2024-05-02 16:43:00,TikTok,Duet,Health,20052,1170,2422,449015,2243,445662,5.31,16,Thursday,17,435,Positive,Macro,True,False,False,False,5
POST_03783,2024-05-03 01:12:00,Instagram,Reel,Fashion,2459,207,5,13940,35,173630,1.54,1,Friday,12,373,Positive,Macro,True,False,False,False,5
POST_02456,2024-05-03 07:47:00,Instagram,Story,Fashion,2076,325,208,35123,737,284847,0.92,7,Friday,10,1219,Neutral,Macro,True,False,False,False,5
POST_01880,2024-05-03 12:13:00,Facebook,Video,Fitness,4043,34,181,11956,72,398368,1.07,12,Friday,24,183,Neutral,Macro,False,False,False,False,5
POST_03629,2024-05-03 17:14:00,TikTok,Video,Health,17540,222,2446,194441,958,196151,10.3,17,Friday,9,50,Positive,Macro,True,True,False,False,5
POST_01483,2024-05-03 17:22:00,Facebook,Live,Business,5261,186,876,8998,570,330523,1.91,17,Friday,10,479,Neutral,Macro,True,False,False,False,5
POST_00292,2024-05-03 18:50:00,Instagram,Story,Gaming,9771,18,51,30779,78,48397,20.33,18,Friday,6,1000,Positive,Micro,True,False,False,True,5
POST_02224,2024-05-03 22:33:00,Instagram,Story,Entertainment,7227,475,45,43246,395,16479,47.01,22,Friday,7,595,Positive,Micro,True,False,False,True,5
POST_03114,2024-05-04 00:25:00,Instagram,Carousel,Food,4062,49,121,18559,574,60057,7.05,0,Saturday,0,968,Positive,Mid-tier,False,True,False,False,5
POST_04373,2024-05-04 15:41:00,Instagram,Reel,Entertainment,2972,133,219,43330,951,132555,2.51,15,Saturday,10,457,Negative,Macro,True,False,False,False,5
POST_00535,2024-05-05 14:05:00,TikTok,Stitch,Travel,35943,1666,2712,314046,1814,433699,9.3,14,Sunday,16,113,Neutral,Macro,True,True,False,False,5
POST_04651,2024-05-06 00:52:00,Instagram,Reel,Travel,8352,491,90,22121,443,484126,1.85,0,Monday,13,586,Positive,Macro,True,False,False,False,5
POST_02008,2024-05-06 01:00:00,TikTok,Duet,Fashion,16427,730,3373,269952,1613,152067,13.5,1,Monday,8,237,Positive,Macro,False,False,False,False,5
POST_03694,2024-05-06 01:48:00,Instagram,Carousel,Food,401,417,152,11123,45,471522,0.21,1,Monday,3,264,Positive,Macro,True,False,False,False,5
POST_01380,2024-05-06 18:46:00,Facebook,Video,Sports,2301,25,661,36339,560,426728,0.7,18,Monday,21,498,Positive,Macro,True,False,False,False,5
POST_00377,2024-05-07 14:44:00,TikTok,Video,Fashion,31194,1253,3345,133721,237,275298,13.0,14,Tuesday,9,323,Positive,Macro,True,True,False,False,5
POST_04853,2024-05-07 22:31:00,TikTok,Stitch,Lifestyle,14157,1519,4558,476963,2148,357489,5.66,22,Tuesday,5,319,Negative,Macro,True,False,False,False,5
POST_04381,2024-05-08 03:20:00,Instagram,Reel,Entertainment,500,267,206,35160,418,199235,0.49,3,Wednesday,6,428,Positive,Macro,True,False,False,False,5
POST_00539,2024-05-08 18:13:00,Facebook,Live,Fashion,3407,74,223,7662,180,424468,0.87,18,Wednesday,18,198,Positive,Macro,True,False,False,False,5
POST_00845,2024-05-08 20:19:00,Instagram,Photo,Business,5322,57,150,41962,879,8652,63.9,20,Wednesday,24,1952,Positive,Nano,True,False,False,True,5
POST_04731,2024-05-08 23:13:00,Instagram,Carousel,Technology,6393,376,69,21724,707,365636,1.87,23,Wednesday,7,1352,Negative,Macro,True,True,False,False,5
POST_02976,2024-05-09 06:09:00,Instagram,Carousel,Health,7784,23,268,22145,325,431738,1.87,6,Thursday,28,447,Positive,Macro,False,False,False,False,5
POST_00339,2024-05-09 08:02:00,Facebook,Video,Sports,4895,18,610,26757,653,214589,2.57,8,Thursday,26,592,Positive,Macro,True,False,False,False,5
POST_03683,2024-05-09 16:34:00,TikTok,Stitch,Lifestyle,8170,810,1180,124837,2243,22893,44.38,16,Thursday,17,382,Negative,Micro,True,False,False,True,5
POST_01424,2024-05-09 23:49:00,Instagram,Story,Fitness,2274,261,23,23425,505,195923,1.31,23,Thursday,23,904,Neutral,Macro,False,True,False,False,5
POST_04517,2024-05-10 10:48:00,Facebook,Live,Entertainment,1263,349,105,28893,790,432926,0.4,10,Friday,10,134,Neutral,Macro,True,False,False,False,5
POST_02749,2024-05-10 16:06:00,TikTok,Duet,Travel,7270,112,1577,255714,2561,270746,3.31,16,Friday,22,139,Positive,Macro,True,False,False,False,5
POST_01893,2024-05-11 03:24:00,TikTok,Duet,Sports,5480,994,4525,63770,1743,42793,25.7,3,Saturday,28,316,Positive,Micro,False,False,False,True,5
POST_04024,2024-05-11 09:47:00,TikTok,Duet,Education,24676,176,3274,485196,2995,109593,25.66,9,Saturday,16,142,Positive,Macro,True,False,False,True,5
POST_03303,2024-05-11 11:22:00,Facebook,Story,Gaming,7272,216,370,20801,660,115598,6.8,11,Saturday,14,550,Positive,Macro,False,False,False,False,5
POST_00835,2024-05-11 17:40:00,Facebook,Story,Sports,3895,174,16,21173,340,467422,0.87,17,Saturday,9,1007,Positive,Macro,True,False,False,False,5
POST_04394,2024-05-11 18:13:00,Instagram,Carousel,Entertainment,4052,217,6,41578,865,179439,2.38,18,Saturday,3,1833,Positive,Macro,True,False,False,False,5
POST_03619,2024-05-12 05:12:00,TikTok,Stitch,Lifestyle,10034,484,4036,81086,580,186045,7.82,5,Sunday,3,472,Neutral,Macro,True,True,False,False,5
POST_02394,2024-05-12 05:55:00,Instagram,Story,Entertainment,3647,359,110,34197,410,489595,0.84,5,Sunday,25,439,Positive,Macro,False,False,False,False,5
POST_04583,2024-05-12 09:02:00,TikTok,Stitch,Sports,20836,209,4725,112623,1445,213011,12.1,9,Sunday,1,128,Positive,Macro,True,False,False,False,5
POST_02651,2024-05-12 19:36:00,Instagram,Photo,Fashion,6082,294,237,12054,48,439089,1.51,19,Sunday,19,1243,Neutral,Macro,True,False,False,False,5
POST_04757,2024-05-12 22:43:00,Instagram,Story,Fashion,238,340,190,21330,590,168975,0.45,22,Sunday,0,762,Neutral,Macro,True,False,False,False,5
POST_01550,2024-05-13 10:45:00,Facebook,Video,Fashion,2351,179,268,58120,286,372943,0.75,10,Monday,16,61,Positive,Macro,True,False,False,False,5
POST_03711,2024-05-13 15:13:00,Instagram,Carousel,Lifestyle,1894,273,132,37612,457,440143,0.52,15,Monday,6,1293,Positive,Macro,True,False,False,False,5
POST_01832,2024-05-13 15:58:00,Facebook,Live,Fashion,5559,259,914,64274,72,405761,1.66,15,Monday,20,218,Neutral,Macro,True,True,False,False,5
POST_03202,2024-05-14 00:30:00,Facebook,Video,Fitness,5426,373,317,40682,102,277192,2.21,0,Tuesday,20,132,Positive,Macro,True,False,False,False,5
POST_00495,2024-05-14 02:58:00,Facebook,Live,Fashion,7310,170,869,69660,448,342664,2.44,2,Tuesday,22,472,Positive,Macro,True,False,False,False,5
POST_02611,2024-05-14 06:00:00,TikTok,Video,Travel,45035,1438,2371,324367,2945,137345,35.56,6,Tuesday,20,221,Negative,Macro,True,False,False,True,5
POST_03528,2024-05-14 11:42:00,TikTok,Duet,Entertainment,14830,1070,3342,48654,2360,403502,4.77,11,Tuesday,17,362,Negative,Macro,True,True,False,False,5
POST_02701,2024-05-15 06:46:00,Facebook,Post,Sports,1736,75,151,41075,324,107195,1.83,6,Wednesday,16,770,Positive,Macro,True,False,False,False,5
POST_02469,2024-05-15 10:05:00,Facebook,Post,Gaming,7594,212,478,62904,691,339881,2.44,10,Wednesday,19,1839,Positive,Macro,True,False,False,False,5
POST_01366,2024-05-15 15:04:00,Instagram,Story,Health,5479,367,247,30008,679,123271,4.94,15,Wednesday,25,716,Positive,Macro,True,True,False,False,5
POST_00498,2024-05-15 17:56:00,Instagram,Reel,Food,5330,165,129,38538,453,244556,2.3,17,Wednesday,8,385,Neutral,Macro,True,False,False,False,5
POST_01697,2024-05-15 20:11:00,Instagram,Reel,Health,7971,36,264,49350,80,308567,2.68,20,Wednesday,9,585,Neutral,Macro,True,False,False,False,5
POST_03426,2024-05-16 08:11:00,Facebook,Story,Business,1656,19,641,69667,362,211144,1.1,8,Thursday,20,1462,Neutral,Macro,True,False,False,False,5
POST_04511,2024-05-16 12:26:00,Instagram,Reel,Gaming,9513,170,146,38898,552,235917,4.17,12,Thursday,16,360,Neutral,Macro,True,False,False,False,5
POST_00233,2024-05-16 14:42:00,Facebook,Post,Business,473,354,759,28980,671,62923,2.52,14,Thursday,14,1324,Neutral,Mid-tier,True,True,False,False,5
POST_04479,2024-05-16 16:22:00,Facebook,Video,Lifestyle,4369,315,80,76837,238,130705,3.64,16,Thursday,10,372,Positive,Macro,True,False,False,False,5
POST_04238,2024-05-17 06:31:00,TikTok,Video,Entertainment,46981,1648,1672,285395,2919,311889,16.13,6,Friday,0,237,Neutral,Macro,True,False,False,True,5
POST_00886,2024-05-17 08:46:00,Instagram,Carousel,Health,3046,400,277,48040,713,399621,0.93,8,Friday,10,1594,Positive,Macro,True,False,False,False,5
POST_01887,2024-05-17 15:00:00,Instagram,Carousel,Lifestyle,5739,263,163,6944,315,258681,2.38,15,Friday,28,667,Positive,Macro,True,False,False,False,5
POST_00975,2024-05-17 16:29:00,Instagram,Reel,Entertainment,8519,324,22,23924,506,75943,11.67,16,Friday,20,382,Positive,Mid-tier,True,True,False,False,5
POST_00767,2024-05-18 02:45:00,TikTok,Duet,Education,18648,977,211,253595,2715,343601,5.77,2,Saturday,15,469,Neutral,Macro,True,False,False,False,5
POST_01200,2024-05-18 09:00:00,Instagram,Carousel,Fashion,1409,285,5,32144,136,235732,0.72,9,Saturday,17,231,Positive,Macro,False,False,False,False,5
POST_02475,2024-05-18 15:35:00,Facebook,Post,Fashion,3963,151,772,11651,574,116965,4.18,15,Saturday,28,479,Positive,Macro,True,False,False,False,5
POST_01675,2024-05-18 16:56:00,TikTok,Video,Entertainment,6768,1018,23,480313,795,238116,3.28,16,Saturday,25,241,Positive,Macro,True,False,False,False,5
POST_00423,2024-05-19 02:17:00,Instagram,Carousel,Sports,8788,18,196,36645,343,126662,7.11,2,Sunday,0,136,Negative,Macro,True,False,False,False,5
POST_01292,2024-05-19 06:52:00,Instagram,Story,Sports,6523,223,209,34961,854,8497,81.85,6,Sunday,13,1219,Positive,Nano,True,False,False,True,5
POST_01205,2024-05-19 09:20:00,Facebook,Live,Gaming,1268,219,400,32752,508,128768,1.47,9,Sunday,7,513,Neutral,Macro,True,True,False,False,5
POST_04467,2024-05-19 15:31:00,Instagram,Reel,Health,1067,410,182,10760,684,138665,1.2,15,Sunday,13,337,Neutral,Macro,True,False,False,False,5
POST_04298,2024-05-19 17:40:00,Instagram,Carousel,Business,3976,413,273,33490,596,426722,1.09,17,Sunday,19,78,Positive,Macro,True,True,False,False,5
POST_00953,2024-05-20 03:39:00,Instagram,Reel,Education,8872,172,190,24503,260,355567,2.6,3,Monday,7,72,Neutral,Macro,True,False,False,False,5
POST_02561,2024-05-20 05:12:00,TikTok,Stitch,Travel,5236,603,1057,261080,253,422708,1.63,5,Monday,14,18,Negative,Macro,True,False,False,False,5
POST_02961,2024-05-20 10:53:00,Instagram,Photo,Lifestyle,7193,54,281,22987,763,69631,10.81,10,Monday,0,1064,Negative,Mid-tier,True,False,False,False,5
POST_04350,2024-05-20 14:44:00,Facebook,Post,Health,2570,238,499,57975,395,130718,2.53,14,Monday,25,789,Positive,Macro,True,True,False,False,5
POST_00491,2024-05-20 20:06:00,Facebook,Story,Sports,2016,252,573,79453,603,387226,0.73,20,Monday,24,211,Positive,Macro,True,True,False,False,5
POST_00900,2024-05-20 22:21:00,Instagram,Reel,Fashion,2857,299,159,8072,10,89854,3.69,22,Monday,21,365,Positive,Mid-tier,True,False,False,False,5
POST_04704,2024-05-21 03:44:00,Facebook,Story,Lifestyle,1452,7,986,29901,530,43816,5.58,3,Tuesday,15,1316,Positive,Micro,True,False,False,False,5
POST_03647,2024-05-21 03:54:00,Facebook,Video,Fashion,4590,24,506,76392,723,246009,2.08,3,Tuesday,2,219,Neutral,Macro,False,False,False,False,5
POST_03744,2024-05-21 16:40:00,Instagram,Photo,Food,811,175,108,20610,529,479650,0.23,16,Tuesday,21,1154,Positive,Macro,True,False,False,False,5
POST_02147,2024-05-21 21:07:00,Facebook,Story,Business,7540,331,10,66529,749,175928,4.48,21,Tuesday,6,1215,Positive,Macro,False,True,False,False,5
POST_02773,2024-05-22 18:57:00,TikTok,Video,Education,26073,1784,4417,311534,2027,103316,31.24,18,Wednesday,14,306,Positive,Macro,True,True,False,True,5
POST_00736,2024-05-22 22:30:00,TikTok,Video,Fashion,1611,440,878,488557,2467,347611,0.84,22,Wednesday,24,483,Positive,Macro,True,True,False,False,5
POST_01498,2024-05-23 03:00:00,Facebook,Video,Fitness,1723,365,571,39027,609,410078,0.65,3,Thursday,1,463,Neutral,Macro,True,True,False,False,5
POST_04787,2024-05-23 03:36:00,TikTok,Stitch,Lifestyle,24900,1419,83,72323,1010,201379,13.11,3,Thursday,12,64,Positive,Macro,True,True,False,False,5
POST_03376,2024-05-23 07:07:00,TikTok,Stitch,Technology,32994,1520,1640,78230,531,58675,61.62,7,Thursday,8,74,Neutral,Mid-tier,True,False,False,True,5
POST_00986,2024-05-23 15:20:00,Facebook,Video,Health,6864,248,494,18979,627,201575,3.77,15,Thursday,18,446,Positive,Macro,True,False,False,False,5
POST_01159,2024-05-23 22:46:00,TikTok,Duet,Health,27118,723,3565,423014,913,472288,6.65,22,Thursday,8,181,Neutral,Macro,True,False,False,False,5
POST_02947,2024-05-24 15:41:00,Facebook,Video,Entertainment,1893,245,133,26575,416,248741,0.91,15,Friday,6,247,Neutral,Macro,False,True,False,False,5
POST_02502,2024-05-24 22:44:00,TikTok,Video,Travel,46227,868,389,182338,1597,92102,51.56,22,Friday,26,579,Positive,Mid-tier,True,True,False,True,5
POST_01246,2024-05-25 11:19:00,Facebook,Live,Fashion,3934,30,360,23143,72,12843,33.67,11,Saturday,23,463,Negative,Micro,True,True,False,True,5
POST_03797,2024-05-25 11:34:00,Facebook,Story,Business,1808,108,299,58788,458,52715,4.2,11,Saturday,11,1336,Positive,Mid-tier,True,False,False,False,5
POST_02586,2024-05-25 14:53:00,Facebook,Story,Gaming,519,270,17,64936,322,285509,0.28,14,Saturday,16,201,Positive,Macro,True,True,False,False,5
POST_04229,2024-05-26 08:47:00,Facebook,Story,Fitness,1557,375,155,28557,592,307310,0.68,8,Sunday,18,242,Neutral,Macro,True,False,False,False,5
POST_02103,2024-05-26 18:52:00,Instagram,Story,Entertainment,3946,93,159,17611,905,232068,1.81,18,Sunday,25,142,Neutral,Macro,True,False,False,False,5
POST_03385,2024-05-27 03:11:00,Instagram,Carousel,Food,7383,346,79,25794,832,226592,3.45,3,Monday,13,871,Negative,Macro,True,False,False,False,5
POST_03149,2024-05-27 06:19:00,TikTok,Stitch,Gaming,602,478,2433,158488,673,389209,0.9,6,Monday,28,298,Positive,Macro,False,False,False,False,5
POST_00748,2024-05-27 09:27:00,Facebook,Story,Food,4327,246,673,5808,444,485585,1.08,9,Monday,25,1583,Neutral,Macro,True,False,False,False,5
POST_04701,2024-05-27 17:59:00,Instagram,Carousel,Entertainment,9925,62,238,20537,975,120145,8.51,17,Monday,10,391,Positive,Macro,True,False,False,False,5
POST_01657,2024-05-27 19:38:00,Facebook,Story,Fashion,5507,194,652,61466,443,441627,1.44,19,Monday,20,1497,Neutral,Macro,True,False,False,False,5
POST_04914,2024-05-27 20:01:00,Instagram,Story,Fitness,6875,430,103,24857,518,158828,4.66,20,Monday,14,1451,Neutral,Macro,False,False,False,False,5
POST_02606,2024-05-28 05:49:00,Facebook,Live,Fashion,5848,118,449,13657,589,51919,12.36,5,Tuesday,15,107,Neutral,Mid-tier,True,False,False,False,5
POST_04321,2024-05-28 09:53:00,Facebook,Post,Travel,2531,35,736,36958,704,53769,6.14,9,Tuesday,3,1736,Positive,Mid-tier,True,False,False,False,5
POST_03393,2024-05-28 11:30:00,TikTok,Duet,Travel,3622,1412,2077,368169,775,424038,1.68,11,Tuesday,25,535,Neutral,Macro,True,True,False,False,5
POST_02849,2024-05-28 19:59:00,Facebook,Live,Lifestyle,1523,114,529,43180,592,300367,0.72,19,Tuesday,28,499,Neutral,Macro,True,True,False,False,5
POST_02542,2024-05-28 20:59:00,TikTok,Stitch,Entertainment,49606,1615,4493,172035,2177,205607,27.1,20,Tuesday,16,127,Neutral,Macro,True,False,False,True,5
POST_00946,2024-05-29 09:02:00,Instagram,Photo,Lifestyle,1996,488,144,39085,270,263141,1.0,9,Wednesday,24,927,Neutral,Macro,True,False,False,False,5
